City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
408,Baykit,100,RU,2021-05-28 19:25:07,99,61.67,96.37,37.26,3.89
409,Poykovskiy,0,RU,2021-05-28 19:25:07,81,61.2333,73.3333,37.69,4.99
410,Xuanhua,100,CN,2021-05-28 19:25:08,49,40.6103,115.0447,60.49,4.03
411,Sydney Mines,75,CA,2021-05-28 19:25:08,48,46.2367,-60.2177,52.25,8.01
412,Rabaul,100,PG,2021-05-28 19:25:08,84,-4.1967,152.1721,79.16,14.88
413,Samoded,90,RU,2021-05-28 19:25:08,95,63.6083,40.5111,40.96,6.08
414,Sakakah,30,SA,2021-05-28 19:25:09,11,29.9697,40.2064,90.97,8.5
415,Aguia Branca,15,BR,2021-05-28 19:25:09,47,-18.9831,-40.7403,85.06,3.78
416,Pilar,54,BR,2021-05-28 19:25:10,68,-9.5972,-35.9567,82.33,8.12
417,Road Town,40,VG,2021-05-28 19:22:11,70,18.4167,-64.6167,84.24,5.75
418,Ocos,100,GT,2021-05-28 19:25:10,65,14.5094,-92.1933,93.7,6.58
419,Koygorodok,100,RU,2021-05-28 19:25:10,97,60.445,50.9968,55.44,7.25
420,Sanok,6,PL,2021-05-28 19:25:11,100,49.5557,22.2056,56.16,2.62
421,Kohlu,11,PK,2021-05-28 19:25:11,21,29.8962,69.252,85.59,3.33
422,Paso De Los Toros,67,UY,2021-05-28 19:25:11,65,-32.8167,-56.5167,68.34,8.77
423,Shreveport,75,US,2021-05-28 19:21:39,65,32.5251,-93.7502,80.82,4.61
424,Moshenskoye,38,RU,2021-05-28 19:25:12,87,58.5102,34.5911,48.58,4.97
425,Katsuura,100,JP,2021-05-28 19:25:12,89,35.1333,140.3,71.71,17.63
426,Matay,0,EG,2021-05-28 19:25:12,22,28.419,30.7792,85.98,15.46
427,Winfield,75,US,2021-05-28 19:25:13,63,37.2398,-96.9956,67.66,9.22
428,Raymond,100,US,2021-05-28 19:25:13,32,43.9015,-70.4703,62.58,3.47
429,Gold Coast,2,AU,2021-05-28 19:25:13,65,-28.0,153.4333,57.27,4.0
430,Judaberg,0,NO,2021-05-28 19:25:14,71,59.1659,5.8732,57.78,2.46
431,Remiremont,99,FR,2021-05-28 19:25:14,80,48.0175,6.5882,62.78,3.91
432,Bara,25,NG,2021-05-28 19:25:14,40,10.3744,10.7288,87.98,1.23
433,Parati,100,BR,2021-05-28 19:25:14,61,-23.2178,-44.7131,90.5,3.11
434,Bathsheba,20,BB,2021-05-28 19:25:15,51,13.2167,-59.5167,86.61,14.47
435,Biak,28,ID,2021-05-28 19:25:15,86,-0.9131,122.8766,76.46,7.92
436,Carahue,85,CL,2021-05-28 19:25:15,78,-38.7,-73.1667,53.8,7.72
437,Mackay,2,AU,2021-05-28 19:25:15,76,-21.15,149.2,56.68,5.75
438,Pucallpa,40,PE,2021-05-28 19:25:16,51,-8.3791,-74.5539,89.64,6.91
439,Saint Anthony,1,US,2021-05-28 19:25:16,42,45.0205,-93.218,60.26,3.0
440,Doha,0,QA,2021-05-28 19:23:06,27,25.2867,51.5333,91.38,2.3
441,Mahibadhoo,100,MV,2021-05-28 19:25:16,75,3.7833,72.9667,83.57,20.85
442,Olot,97,ES,2021-05-28 19:25:17,40,42.181,2.4901,71.8,1.12
443,Kieta,100,PG,2021-05-28 19:25:17,91,-6.2167,155.6333,76.91,1.54
444,Alihe,100,CN,2021-05-28 19:25:17,83,50.5667,123.7167,47.12,4.18
445,Wanaka,100,NZ,2021-05-28 19:25:18,98,-44.7,169.15,36.1,5.01
446,Munak,0,IN,2021-05-28 19:25:18,38,29.5187,76.8486,89.91,8.79
447,Port Elizabeth,40,ZA,2021-05-28 19:25:18,68,-33.918,25.5701,66.49,20.71
448,Miles City,20,US,2021-05-28 19:25:18,55,46.4083,-105.8406,71.51,4.61
449,Muros,6,ES,2021-05-28 19:25:19,71,42.7762,-9.0603,64.83,12.33
450,Pochutla,42,MX,2021-05-28 19:25:19,44,15.7432,-96.4661,91.22,9.26
451,Olkhovka,0,RU,2021-05-28 19:25:19,44,53.2115,60.6069,61.21,7.65
452,Palmer,90,US,2021-05-28 19:25:20,48,42.1584,-72.3287,65.68,1.01
453,Araxa,40,BR,2021-05-28 19:25:20,47,-19.5933,-46.9406,82.36,3.44
454,Oksfjord,100,NO,2021-05-28 19:22:11,86,70.2396,22.3479,37.47,7.96
455,Batagay,8,RU,2021-05-28 19:25:21,75,67.6333,134.6333,44.58,11.07
456,Meadville,90,US,2021-05-28 19:25:21,94,41.6414,-80.1515,59.45,12.66
457,Panjab,64,AF,2021-05-28 19:26:21,66,34.388,67.0233,50.11,4.14
458,Banda Aceh,100,ID,2021-05-28 19:25:04,78,5.5577,95.3222,80.38,14.16
459,Kawalu,52,ID,2021-05-28 19:26:22,98,-7.3817,108.2082,72.72,0.65
460,Buala,100,SB,2021-05-28 19:25:09,90,-8.145,159.5921,78.08,7.56
461,Rotterdam,100,NL,2021-05-28 19:23:05,70,51.9225,4.4792,62.65,6.91
462,Urumqi,0,CN,2021-05-28 19:26:22,52,43.801,87.6005,67.15,2.98
463,Teya,99,RU,2021-05-28 19:26:22,91,60.3778,92.6267,32.83,8.97
464,Aykhal,100,RU,2021-05-28 19:26:23,70,66.0,111.5,48.02,11.21
465,Imbituba,100,BR,2021-05-28 19:26:23,94,-28.24,-48.6703,69.69,10.69
466,Budhlada,0,IN,2021-05-28 19:26:23,23,29.9333,75.5667,94.8,8.84
467,Oum Hadjer,35,TD,2021-05-28 19:26:24,15,13.2954,19.6966,96.93,9.98
468,Astana,0,KZ,2021-05-28 19:26:24,66,51.1801,71.446,51.75,9.62
469,General Pico,100,AR,2021-05-28 19:26:24,40,-35.6566,-63.7568,63.88,17.72
470,Yongzhou,100,CN,2021-05-28 19:26:25,94,26.4559,111.5988,70.09,1.88
471,Canutama,100,BR,2021-05-28 19:26:25,49,-6.5339,-64.3831,90.27,0.54
472,Yenagoa,100,NG,2021-05-28 19:26:25,90,4.9247,6.2642,78.21,3.44
473,Ponta Delgada,20,PT,2021-05-28 19:26:26,59,37.7333,-25.6667,65.12,8.05
474,Disna,99,BY,2021-05-28 19:26:26,80,55.568,28.1971,52.36,4.61
475,Arrifes,20,PT,2021-05-28 19:26:26,59,37.7667,-25.7,62.85,8.05
476,Edremit,40,TR,2021-05-28 19:26:26,56,39.5961,27.0244,67.75,13.8
477,Newark,90,US,2021-05-28 19:24:09,54,40.7357,-74.1724,66.78,1.01
478,Liverpool,20,GB,2021-05-28 19:26:27,78,53.4106,-2.9779,63.68,1.01
479,Gornopravdinsk,75,RU,2021-05-28 19:26:27,88,60.05,69.9,44.29,4.59
480,Great Yarmouth,66,GB,2021-05-28 19:26:28,78,52.6083,1.7305,59.41,6.46
481,Fare,41,PF,2021-05-28 19:26:28,74,-16.7,-151.0167,79.7,5.59
482,Laguna,1,US,2021-05-28 19:26:28,46,38.421,-121.4238,86.43,3.0
483,Suntar,12,RU,2021-05-28 19:26:28,89,62.1444,117.6319,47.62,1.21
484,Walvis Bay,11,NA,2021-05-28 19:26:29,32,-22.9575,14.5053,70.75,15.88
485,Rafai,90,CF,2021-05-28 19:26:29,91,4.95,23.9167,70.63,2.01
486,Bira,94,RU,2021-05-28 19:26:29,91,49.0,132.4667,45.75,1.88
487,Ketchikan,90,US,2021-05-28 19:24:57,62,55.3422,-131.6461,52.27,9.22
488,Palm Beach,60,US,2021-05-28 19:26:30,61,26.6503,-80.4498,88.02,8.61
489,Guanica,40,PR,2021-05-28 19:26:30,71,17.9716,-66.908,87.51,7.0
490,Buta,100,CD,2021-05-28 19:26:31,97,2.7858,24.73,71.24,1.32
491,Petrovskiy,39,RU,2021-05-28 19:26:31,91,56.6421,40.3203,57.18,3.18
492,Ornskoldsvik,5,SE,2021-05-28 19:26:31,61,63.2909,18.7153,62.42,2.62
493,Bellingham,90,US,2021-05-28 19:22:04,76,48.7595,-122.4882,61.56,3.0
494,Shatrovo,11,RU,2021-05-28 19:26:32,70,56.5167,64.6333,54.36,7.2
495,Bilgoraj,5,PL,2021-05-28 19:26:32,81,50.5411,22.722,57.25,2.44
496,Faanui,92,PF,2021-05-28 19:26:32,70,-16.4833,-151.75,79.84,6.02
497,Uige,23,AO,2021-05-28 19:26:32,55,-7.6087,15.0613,69.8,2.86
498,Cockburn Town,100,TC,2021-05-28 19:26:33,74,21.4612,-71.1419,79.39,11.88
499,Novobirilyussy,94,RU,2021-05-28 19:26:33,72,56.9514,90.6661,35.83,6.85
500,Salaga,19,GH,2021-05-28 19:26:34,51,8.5508,-0.5188,87.26,5.37
501,Nurobod,85,UZ,2021-05-28 19:26:34,33,40.9056,69.8023,77.85,6.06
502,Danjiangkou,99,CN,2021-05-28 19:26:34,68,32.5428,111.5086,70.3,2.53
503,Chekhov,68,RU,2021-05-28 19:26:35,84,55.1431,37.4711,66.43,2.73
504,Khandyga,96,RU,2021-05-28 19:26:35,56,62.6667,135.6,47.8,3.42
505,Moindou,34,NC,2021-05-28 19:26:36,74,-21.6924,165.677,58.95,5.77
506,Luderitz,56,NA,2021-05-28 19:27:36,62,-26.6481,15.1594,61.92,13.6
507,Nemuro,78,JP,2021-05-28 19:27:37,93,43.3236,145.575,43.32,15.61
508,Fort Nelson,75,CA,2021-05-28 19:27:37,19,58.8053,-122.7002,65.79,11.5
509,Darab,8,IR,2021-05-28 19:27:37,11,28.7519,54.5444,86.14,4.9
510,Susangerd,0,IR,2021-05-28 19:27:38,9,31.5608,48.1831,93.22,7.31
511,Colomi,83,BO,2021-05-28 19:27:38,61,-17.35,-65.8667,56.86,8.05
512,Havre-Saint-Pierre,90,CA,2021-05-28 19:27:38,57,50.2334,-63.5986,44.96,28.77
513,Dariba,66,IN,2021-05-28 19:27:39,32,24.95,74.1333,91.62,10.49
514,Aranos,15,NA,2021-05-28 19:27:39,27,-24.1333,19.1167,62.31,6.87
515,Belomorsk,98,RU,2021-05-28 19:27:39,91,64.5232,34.7668,38.95,4.25
516,Huarmey,25,PE,2021-05-28 19:27:40,77,-10.0681,-78.1522,71.78,9.84
517,Lompoc,90,US,2021-05-28 19:25:18,77,34.6391,-120.4579,76.14,16.11
518,Noumea,44,NC,2021-05-28 19:27:40,99,-22.2763,166.4572,68.0,10.36
519,Pennagaram,34,IN,2021-05-28 19:27:40,67,12.1333,77.9,78.75,3.69
520,Mayo,90,US,2021-05-28 19:27:41,76,38.8876,-76.5119,76.98,11.01
521,Skibbereen,12,IE,2021-05-28 19:27:41,82,51.55,-9.2667,57.0,6.17
522,Tomatlan,100,MX,2021-05-28 19:27:41,40,19.9333,-105.25,93.92,10.83
523,Troitskoye,12,RU,2021-05-28 19:27:42,57,52.9821,84.6757,44.2,1.63
524,Brae,52,GB,2021-05-28 19:27:42,81,60.3964,-1.353,49.91,8.79
525,Terme,99,TR,2021-05-28 19:27:42,94,41.2092,36.9739,66.96,7.18
526,Dudinka,100,RU,2021-05-28 19:27:13,95,69.4058,86.1778,29.41,11.7
527,Qasigiannguit,36,GL,2021-05-28 19:27:43,60,68.8193,-51.1922,46.65,0.74
528,Ocampo,10,MX,2021-05-28 19:27:43,18,21.65,-101.5,81.28,5.88
529,Xinmin,100,CN,2021-05-28 19:27:43,80,41.9908,122.8253,48.45,5.55
530,Coolum Beach,87,AU,2021-05-28 19:27:43,74,-26.5333,153.1,53.11,12.93
531,Uyuni,20,BO,2021-05-28 19:27:44,26,-20.4597,-66.825,49.82,30.58
532,Lubumbashi,0,CD,2021-05-28 19:27:44,59,-11.6609,27.4794,64.89,9.22
533,Belmonte,61,BR,2021-05-28 19:27:44,71,-15.8631,-38.8828,81.1,7.72
534,Trairi,1,BR,2021-05-28 19:23:22,73,-3.2778,-39.2689,82.51,8.86
535,Polaniec,27,PL,2021-05-28 19:27:45,80,50.4332,21.2812,57.65,6.15
536,Muncar,94,ID,2021-05-28 19:27:45,93,-8.4333,114.3333,76.12,1.52
537,Olavarria,0,AR,2021-05-28 19:27:45,57,-36.8927,-60.3225,58.77,15.99
538,Maneadero,13,MX,2021-05-28 19:27:46,71,31.7167,-116.5667,73.18,5.99
539,Sarangani,12,PH,2021-05-28 19:27:46,73,5.4033,125.4636,83.73,8.28
540,Hambantota,100,LK,2021-05-28 19:27:46,81,6.1241,81.1185,80.62,19.15
541,Holme,1,DK,2021-05-28 19:27:47,82,56.1138,10.1725,55.29,9.17
542,Salinas,20,US,2021-05-28 19:27:47,67,36.6777,-121.6555,80.47,10.36
543,Katherine,100,AU,2021-05-28 19:27:47,72,-14.4667,132.2667,59.32,6.76
544,Marawi,93,PH,2021-05-28 19:27:48,96,7.9986,124.2928,70.65,1.32
545,Manzhouli,5,CN,2021-05-28 19:27:48,70,49.6,117.4333,46.4,4.03
546,Ormara,12,PK,2021-05-28 19:27:49,87,25.2088,64.6357,84.36,6.8
547,Simao,100,CN,2021-05-28 19:27:49,97,22.7886,100.9748,66.09,2.46
548,Mogadishu,96,SO,2021-05-28 19:27:49,81,2.0371,45.3438,78.96,11.72
549,Sioux Lookout,1,CA,2021-05-28 19:27:49,25,50.1001,-91.917,59.07,3.44
550,Karratha,98,AU,2021-05-28 19:28:50,74,-20.7377,116.8463,74.98,5.41
551,Sawang Daen Din,96,TH,2021-05-28 19:28:50,99,17.4753,103.4575,80.02,5.66
552,Jauja,12,PE,2021-05-28 19:28:51,30,-11.7758,-75.4966,64.87,6.4
553,Vanimo,35,PG,2021-05-28 19:28:51,88,-2.6741,141.3028,77.16,3.09
554,Galesong,5,ID,2021-05-28 19:28:51,77,-5.3166,119.3661,73.42,6.44
555,Roma,90,US,2021-05-28 19:25:57,90,43.2128,-75.4557,48.67,3.44
556,Tucuman,2,AR,2021-05-28 19:28:51,44,-26.8241,-65.2226,82.4,3.0
557,Kozhva,100,RU,2021-05-28 19:28:52,77,65.1073,57.0459,43.29,12.01
558,North Port,17,US,2021-05-28 19:28:52,46,27.0442,-82.2359,94.21,4.0
559,Peniche,25,PT,2021-05-28 19:28:52,80,39.3558,-9.3811,69.75,18.01
560,Sandwick,0,GB,2021-05-28 19:28:53,71,60.0,-1.25,49.82,8.95
561,Petropavlovsk-Kamchatskiy,19,RU,2021-05-28 19:25:37,87,53.0452,158.6483,36.19,1.63
562,Seymchan,100,RU,2021-05-28 19:28:53,78,62.8833,152.4333,40.89,6.98
563,Sinnamary,98,GF,2021-05-28 19:28:53,84,5.3833,-52.95,80.15,8.46
564,Rosario Oeste,98,BR,2021-05-28 19:28:54,27,-14.8361,-56.4275,93.43,9.78
565,Richards Bay,62,ZA,2021-05-28 19:28:54,82,-28.783,32.0377,68.45,8.61
566,Marsa Matruh,0,EG,2021-05-28 19:28:54,73,31.3525,27.2453,71.8,9.22
567,Suchitlan,40,MX,2021-05-28 19:28:54,42,19.3667,-103.7167,83.19,6.42
568,San Quintin,22,MX,2021-05-28 19:28:55,65,30.4833,-115.95,65.28,14.36
569,Sola,100,VU,2021-05-28 19:28:55,65,-13.8833,167.55,77.32,12.06
570,Massakory,100,TD,2021-05-28 19:28:55,28,12.996,15.7293,94.3,5.37
